chrom,method,task,metric,value,n_pos,n_total
chr1,biPangolin_psi_k1,any_site,top_n_recall,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k1,any_site,top_n_precision,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k1,3class_argmax,accuracy_all,0.9984785081970355,31984,134872235
chr1,biPangolin_psi_k1,3class_argmax,accuracy_at_truesites,0.9480990495247624,31984,134872235
chr1,biPangolin_psi_k10,acceptor,pr_auc,0.7413215163344876,16041,134872235
chr1,biPangolin_psi_k10,acceptor,roc_auc,0.9986758255636334,16041,134872235
chr1,biPangolin_psi_k10,acceptor,top_n_recall,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k10,acceptor,top_n_precision,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k10,donor,pr_auc,0.7430861241338845,15943,134872235
chr1,biPangolin_psi_k10,donor,roc_auc,0.9984031164549605,15943,134872235
chr1,biPangolin_psi_k10,donor,top_n_recall,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k10,donor,top_n_precision,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k10,any_site,pr_auc,0.7418707834738084,31984,134872235
chr1,biPangolin_psi_k10,any_site,roc_auc,0.9978034107703377,31984,134872235
chr1,biPangolin_psi_k10,any_site,top_n_recall,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k10,any_site,top_n_precision,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k10,3class_argmax,accuracy_all,0.9996413865314829,31984,134872235
chr1,biPangolin_psi_k10,3class_argmax,accuracy_at_truesites,0.8559904952476238,31984,134872235
chr1,biPangolin_psi_k100,acceptor,pr_auc,0.7413277997379174,16041,134872235
chr1,biPangolin_psi_k100,acceptor,roc_auc,0.9986769960522535,16041,134872235
chr1,biPangolin_psi_k100,acceptor,top_n_recall,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k100,acceptor,top_n_precision,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k100,donor,pr_auc,0.7430708256374531,15943,134872235
chr1,biPangolin_psi_k100,donor,roc_auc,0.998402447450437,15943,134872235
chr1,biPangolin_psi_k100,donor,top_n_recall,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k100,donor,top_n_precision,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k100,any_site,pr_auc,0.7418731693748879,31984,134872235
chr1,biPangolin_psi_k100,any_site,roc_auc,0.9978019753015847,31984,134872235
chr1,biPangolin_psi_k100,any_site,top_n_recall,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k100,any_site,top_n_precision,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k100,3class_argmax,accuracy_all,0.9998716118258143,31984,134872235
chr1,biPangolin_psi_k100,3class_argmax,accuracy_at_truesites,0.6864057028514257,31984,134872235
chr1,biPangolin_psi_k502,acceptor,pr_auc,0.741328352179271,16041,134872235
chr1,biPangolin_psi_k502,acceptor,roc_auc,0.9986769510986052,16041,134872235
chr1,biPangolin_psi_k502,acceptor,top_n_recall,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k502,acceptor,top_n_precision,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k502,donor,pr_auc,0.7430696842942089,15943,134872235
chr1,biPangolin_psi_k502,donor,roc_auc,0.9984022316211311,15943,134872235
chr1,biPangolin_psi_k502,donor,top_n_recall,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k502,donor,top_n_precision,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k502,any_site,pr_auc,0.7418698154672272,31984,134872235
chr1,biPangolin_psi_k502,any_site,roc_auc,0.9977981666250015,31984,134872235
chr1,biPangolin_psi_k502,any_site,top_n_recall,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k502,any_site,top_n_precision,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k502,3class_argmax,accuracy_all,0.9998737842521851,31984,134872235
chr1,biPangolin_psi_k502,3class_argmax,accuracy_at_truesites,0.5441783391695848,31984,134872235
chr1,biPangolin_psi_k1000,acceptor,pr_auc,0.7413234650030871,16041,134872235
chr1,biPangolin_psi_k1000,acceptor,roc_auc,0.9986768900486431,16041,134872235
chr1,biPangolin_psi_k1000,acceptor,top_n_recall,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k1000,acceptor,top_n_precision,0.7105542048500717,16041,134872235
chr1,biPangolin_psi_k1000,donor,pr_auc,0.7430693358333348,15943,134872235
chr1,biPangolin_psi_k1000,donor,roc_auc,0.9984021566048706,15943,134872235
chr1,biPangolin_psi_k1000,donor,top_n_recall,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k1000,donor,top_n_precision,0.7099040331179828,15943,134872235
chr1,biPangolin_psi_k1000,any_site,pr_auc,0.7418730822987317,31984,134872235
chr1,biPangolin_psi_k1000,any_site,roc_auc,0.9977887059164858,31984,134872235
chr1,biPangolin_psi_k1000,any_site,top_n_recall,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k1000,any_site,top_n_precision,0.7108241620810405,31984,134872235
chr1,biPangolin_psi_k1000,3class_argmax,accuracy_all,0.9998615059652567,31984,134872235
chr1,biPangolin_psi_k1000,3class_argmax,accuracy_at_truesites,0.4713606803401701,31984,134872235
chr1,pangolin_p_brain,any_site,pr_auc,0.7289014251782463,31984,134872235
chr1,pangolin_p_brain,any_site,roc_auc,0.9869133704898588,31984,134872235
chr1,pangolin_p_brain,any_site,top_n_recall,0.7079477238619309,31984,134872235
chr1,pangolin_p_brain,any_site,top_n_precision,0.7079477238619309,31984,134872235
chr1,pangolin_psi_brain,any_site,pr_auc,0.7510050037892458,31984,134872235
chr1,pangolin_psi_brain,any_site,roc_auc,0.9959309201574302,31984,134872235
chr1,pangolin_psi_brain,any_site,top_n_recall,0.7176400700350175,31984,134872235
chr1,pangolin_psi_brain,any_site,top_n_precision,0.7176400700350175,31984,134872235
chr1,pangolin_p_heart,any_site,pr_auc,0.7249051564513168,31984,134872235
chr1,pangolin_p_heart,any_site,roc_auc,0.9865214622281396,31984,134872235
chr1,pangolin_p_heart,any_site,top_n_recall,0.701975987993997,31984,134872235
chr1,pangolin_p_heart,any_site,top_n_precision,0.701975987993997,31984,134872235
chr1,pangolin_psi_heart,any_site,pr_auc,0.7473393140161184,31984,134872235
chr1,pangolin_psi_heart,any_site,roc_auc,0.9963142725399339,31984,134872235
chr1,pangolin_psi_heart,any_site,top_n_recall,0.718828164082041,31984,134872235
chr1,pangolin_psi_heart,any_site,top_n_precision,0.718828164082041,31984,134872235
chr1,pangolin_p_liver,any_site,pr_auc,0.7215049715849701,31984,134872235
chr1,pangolin_p_liver,any_site,roc_auc,0.9856692334269155,31984,134872235
chr1,pangolin_p_liver,any_site,top_n_recall,0.7015382691345673,31984,134872235
chr1,pangolin_p_liver,any_site,top_n_precision,0.7015382691345673,31984,134872235
chr1,pangolin_psi_liver,any_site,pr_auc,0.743448520668687,31984,134872235
chr1,pangolin_psi_liver,any_site,roc_auc,0.9962662761819937,31984,134872235
chr1,pangolin_psi_liver,any_site,top_n_recall,0.7165457728864432,31984,134872235
chr1,pangolin_psi_liver,any_site,top_n_precision,0.7165457728864432,31984,134872235
chr1,pangolin_p_testis,any_site,pr_auc,0.7226730428413229,31984,134872235
chr1,pangolin_p_testis,any_site,roc_auc,0.9902891020541171,31984,134872235
chr1,pangolin_p_testis,any_site,top_n_recall,0.6999437218609305,31984,134872235
chr1,pangolin_p_testis,any_site,top_n_precision,0.6999437218609305,31984,134872235
chr1,pangolin_psi_testis,any_site,pr_auc,0.738462349873535,31984,134872235
chr1,pangolin_psi_testis,any_site,roc_auc,0.9962666134727125,31984,134872235
chr1,pangolin_psi_testis,any_site,top_n_recall,0.7031015507753877,31984,134872235
chr1,pangolin_psi_testis,any_site,top_n_precision,0.7031015507753877,31984,134872235
chr1,spliceai,acceptor,pr_auc,0.7002946686413624,16041,134872235
chr1,spliceai,acceptor,roc_auc,0.9957731663953069,16041,134872235
chr1,spliceai,acceptor,top_n_recall,0.6861168256343121,16041,134872235
chr1,spliceai,acceptor,top_n_precision,0.6861168256343121,16041,134872235
chr1,spliceai,donor,pr_auc,0.6919677354085194,15943,134872235
chr1,spliceai,donor,roc_auc,0.9959012284910366,15943,134872235
chr1,spliceai,donor,top_n_recall,0.6715800037634071,15943,134872235
chr1,spliceai,donor,top_n_precision,0.6715800037634071,15943,134872235
chr1,spliceai,any_site,pr_auc,0.6962263222677655,31984,134872235
chr1,spliceai,any_site,roc_auc,0.9955289568509741,31984,134872235
chr1,spliceai,any_site,top_n_recall,0.6786830915457729,31984,134872235
chr1,spliceai,any_site,top_n_precision,0.6786830915457729,31984,134872235
chr9,biPangolin_k0,acceptor,pr_auc,0.5994084434028147,7194,63900359
chr9,biPangolin_k0,acceptor,roc_auc,0.9969528316670526,7194,63900359
chr9,biPangolin_k0,acceptor,top_n_recall,0.6045315540728384,7194,63900359
chr9,biPangolin_k0,acceptor,top_n_precision,0.6045315540728384,7194,63900359
chr9,biPangolin_k0,donor,pr_auc,0.6073621075051584,7110,63900359
chr9,biPangolin_k0,donor,roc_auc,0.9968992956060441,7110,63900359
chr9,biPangolin_k0,donor,top_n_recall,0.6344585091420535,7110,63900359
chr9,biPangolin_k0,donor,top_n_precision,0.6344585091420535,7110,63900359
chr9,biPangolin_k0,any_site,pr_auc,0.0001969600121193218,14304,63900359
chr9,biPangolin_k0,any_site,roc_auc,0.43515394448688965,14304,63900359
chr9,biPangolin_k0,any_site,top_n_recall,0.0007690156599552573,14304,63900359
chr9,biPangolin_k0,any_site,top_n_precision,0.0007690156599552573,14304,63900359
chr9,biPangolin_k0,3class_argmax,accuracy_all,0.00022345727353425353,14304,63900359
chr9,biPangolin_k0,3class_argmax,accuracy_at_truesites,0.9982522371364653,14304,63900359
chr9,biPangolin_k1,acceptor,pr_auc,0.7225629926575355,7194,63900359
chr9,biPangolin_k1,acceptor,roc_auc,0.9980640636674145,7194,63900359
chr9,biPangolin_k1,acceptor,top_n_recall,0.6922435362802335,7194,63900359
chr9,biPangolin_k1,acceptor,top_n_precision,0.6922435362802335,7194,63900359
chr9,biPangolin_k1,donor,pr_auc,0.7100407405642711,7110,63900359
chr9,biPangolin_k1,donor,roc_auc,0.9978809900850496,7110,63900359
chr9,biPangolin_k1,donor,top_n_recall,0.6918424753867792,7110,63900359
chr9,biPangolin_k1,donor,top_n_precision,0.6918424753867792,7110,63900359
chr9,biPangolin_k1,any_site,pr_auc,0.7159974237725114,14304,63900359
chr9,biPangolin_k1,any_site,roc_auc,0.9971110527755209,14304,63900359
chr9,biPangolin_k1,any_site,top_n_recall,0.6926034675615212,14304,63900359
chr9,biPangolin_k1,any_site,top_n_precision,0.6926034675615212,14304,63900359
chr9,biPangolin_k1,3class_argmax,accuracy_all,0.9984697895046255,14304,63900359
chr9,biPangolin_k1,3class_argmax,accuracy_at_truesites,0.9453299776286354,14304,63900359
chr9,biPangolin_k10,acceptor,pr_auc,0.7226161167076366,7194,63900359
chr9,biPangolin_k10,acceptor,roc_auc,0.9980632054335268,7194,63900359
chr9,biPangolin_k10,acceptor,top_n_recall,0.6923825410063942,7194,63900359
chr9,biPangolin_k10,acceptor,top_n_precision,0.6923825410063942,7194,63900359
chr9,biPangolin_k10,donor,pr_auc,0.7099864774474935,7110,63900359
chr9,biPangolin_k10,donor,roc_auc,0.9978773757230169,7110,63900359
chr9,biPangolin_k10,donor,top_n_recall,0.6921237693389592,7110,63900359
chr9,biPangolin_k10,donor,top_n_precision,0.6921237693389592,7110,63900359
chr9,biPangolin_k10,any_site,pr_auc,0.7159943884104906,14304,63900359
chr9,biPangolin_k10,any_site,roc_auc,0.9971108683958076,14304,63900359
chr9,biPangolin_k10,any_site,top_n_recall,0.6926034675615212,14304,63900359
chr9,biPangolin_k10,any_site,top_n_precision,0.6926034675615212,14304,63900359
chr9,biPangolin_k10,3class_argmax,accuracy_all,0.9996590003508431,14304,63900359
chr9,biPangolin_k10,3class_argmax,accuracy_at_truesites,0.8401146532438478,14304,63900359
chr9,biPangolin_k100,acceptor,pr_auc,0.7226151833222435,7194,63900359
chr9,biPangolin_k100,acceptor,roc_auc,0.9980626750443968,7194,63900359
chr9,biPangolin_k100,acceptor,top_n_recall,0.6923825410063942,7194,63900359
chr9,biPangolin_k100,acceptor,top_n_precision,0.6923825410063942,7194,63900359
chr9,biPangolin_k100,donor,pr_auc,0.7099903466865927,7110,63900359
chr9,biPangolin_k100,donor,roc_auc,0.9978762255780635,7110,63900359
chr9,biPangolin_k100,donor,top_n_recall,0.6922644163150492,7110,63900359
chr9,biPangolin_k100,donor,top_n_precision,0.6922644163150492,7110,63900359
chr9,biPangolin_k100,any_site,pr_auc,0.7159959550224299,14304,63900359
chr9,biPangolin_k100,any_site,roc_auc,0.9971090095454826,14304,63900359
chr9,biPangolin_k100,any_site,top_n_recall,0.6926034675615212,14304,63900359
chr9,biPangolin_k100,any_site,top_n_precision,0.6926034675615212,14304,63900359
chr9,biPangolin_k100,3class_argmax,accuracy_all,0.9998750085269474,14304,63900359
chr9,biPangolin_k100,3class_argmax,accuracy_at_truesites,0.6389821029082774,14304,63900359
chr9,biPangolin_k502,acceptor,pr_auc,0.7226184235833522,7194,63900359
chr9,biPangolin_k502,acceptor,roc_auc,0.9980624884078693,7194,63900359
chr9,biPangolin_k502,acceptor,top_n_recall,0.6923825410063942,7194,63900359
chr9,biPangolin_k502,acceptor,top_n_precision,0.6923825410063942,7194,63900359
chr9,biPangolin_k502,donor,pr_auc,0.709991487629381,7110,63900359
chr9,biPangolin_k502,donor,roc_auc,0.9978758340494726,7110,63900359
chr9,biPangolin_k502,donor,top_n_recall,0.6922644163150492,7110,63900359
chr9,biPangolin_k502,donor,top_n_precision,0.6922644163150492,7110,63900359
chr9,biPangolin_k502,any_site,pr_auc,0.715997641388036,14304,63900359
chr9,biPangolin_k502,any_site,roc_auc,0.9971080482652452,14304,63900359
chr9,biPangolin_k502,any_site,top_n_recall,0.6926034675615212,14304,63900359
chr9,biPangolin_k502,any_site,top_n_precision,0.6926034675615212,14304,63900359
chr9,biPangolin_k502,3class_argmax,accuracy_all,0.9998631306594068,14304,63900359
chr9,biPangolin_k502,3class_argmax,accuracy_at_truesites,0.4481263982102908,14304,63900359
chr9,biPangolin_k1000,acceptor,pr_auc,0.7226160866394549,7194,63900359
chr9,biPangolin_k1000,acceptor,roc_auc,0.9980624468608078,7194,63900359
chr9,biPangolin_k1000,acceptor,top_n_recall,0.6923825410063942,7194,63900359
chr9,biPangolin_k1000,acceptor,top_n_precision,0.6923825410063942,7194,63900359
chr9,biPangolin_k1000,donor,pr_auc,0.7099927346554591,7110,63900359
chr9,biPangolin_k1000,donor,roc_auc,0.9978757308160114,7110,63900359
chr9,biPangolin_k1000,donor,top_n_recall,0.6922644163150492,7110,63900359
chr9,biPangolin_k1000,donor,top_n_precision,0.6922644163150492,7110,63900359
chr9,biPangolin_k1000,any_site,pr_auc,0.7159943334896708,14304,63900359
chr9,biPangolin_k1000,any_site,roc_auc,0.9970724555076005,14304,63900359
chr9,biPangolin_k1000,any_site,top_n_recall,0.6926034675615212,14304,63900359
chr9,biPangolin_k1000,any_site,top_n_precision,0.6926034675615212,14304,63900359
chr9,biPangolin_k1000,3class_argmax,accuracy_all,0.9998428334338466,14304,63900359
chr9,biPangolin_k1000,3class_argmax,accuracy_at_truesites,0.33165548098434006,14304,63900359
chr9,biPangolin_psi_k0,acceptor,pr_auc,0.6546660650793386,7194,63900359
chr9,biPangolin_psi_k0,acceptor,roc_auc,0.9972418779873728,7194,63900359
chr9,biPangolin_psi_k0,acceptor,top_n_recall,0.6370586599944398,7194,63900359
chr9,biPangolin_psi_k0,acceptor,top_n_precision,0.6370586599944398,7194,63900359
chr9,biPangolin_psi_k0,donor,pr_auc,0.5842402703220865,7110,63900359
chr9,biPangolin_psi_k0,donor,roc_auc,0.9970617234864454,7110,63900359
chr9,biPangolin_psi_k0,donor,top_n_recall,0.5963431786216596,7110,63900359
chr9,biPangolin_psi_k0,donor,top_n_precision,0.5963431786216596,7110,63900359
chr9,biPangolin_psi_k0,any_site,pr_auc,0.0001969600121193218,14304,63900359
chr9,biPangolin_psi_k0,any_site,roc_auc,0.43515394448688965,14304,63900359
chr9,biPangolin_psi_k0,any_site,top_n_recall,0.0007690156599552573,14304,63900359
chr9,biPangolin_psi_k0,any_site,top_n_precision,0.0007690156599552573,14304,63900359
chr9,biPangolin_psi_k0,3class_argmax,accuracy_all,0.00022350422162729946,14304,63900359
chr9,biPangolin_psi_k0,3class_argmax,accuracy_at_truesites,0.9984619686800895,14304,63900359
chr9,biPangolin_psi_k1,acceptor,pr_auc,0.7250031452826138,7194,63900359
chr9,biPangolin_psi_k1,acceptor,roc_auc,0.9982286366536334,7194,63900359
chr9,biPangolin_psi_k1,acceptor,top_n_recall,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k1,acceptor,top_n_precision,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k1,donor,pr_auc,0.7288834266961645,7110,63900359
chr9,biPangolin_psi_k1,donor,roc_auc,0.9982137412299803,7110,63900359
chr9,biPangolin_psi_k1,donor,top_n_recall,0.69901547116737,7110,63900359
chr9,biPangolin_psi_k1,donor,top_n_precision,0.69901547116737,7110,63900359
chr9,biPangolin_psi_k1,any_site,pr_auc,0.726601129464919,14304,63900359
chr9,biPangolin_psi_k1,any_site,roc_auc,0.9974585626215676,14304,63900359
chr9,biPangolin_psi_k1,any_site,top_n_recall,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k1,any_site,top_n_precision,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k1,3class_argmax,accuracy_all,0.9984766752249389,14304,63900359
chr9,biPangolin_psi_k1,3class_argmax,accuracy_at_truesites,0.9452600671140939,14304,63900359
chr9,biPangolin_psi_k10,acceptor,pr_auc,0.7250301217538725,7194,63900359
chr9,biPangolin_psi_k10,acceptor,roc_auc,0.998229194735728,7194,63900359
chr9,biPangolin_psi_k10,acceptor,top_n_recall,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k10,acceptor,top_n_precision,0.6994717820405894,7194,63900359
chr9,biPangolin_psi_k10,donor,pr_auc,0.7288706628127752,7110,63900359
chr9,biPangolin_psi_k10,donor,roc_auc,0.9982109473358951,7110,63900359
chr9,biPangolin_psi_k10,donor,top_n_recall,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k10,donor,top_n_precision,0.69929676511955,7110,63900359
chr9,biPangolin_psi_k10,any_site,pr_auc,0.7266258414509522,14304,63900359
chr9,biPangolin_psi_k10,any_site,roc_auc,0.9974585503982359,14304,63900359
chr9,biPangolin_psi_k10,any_site,top_n_recall,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k10,any_site,top_n_precision,0.6977069351230425,14304,63900359
chr9,biPangolin_psi_k10,3class_argmax,accuracy_all,0.9996406436464621,14304,63900359
